ratinguser,resort_type,apart_type,ghouse_type,hotels_type,capsule_type,homest_type,camp_type,villas_type,ratingprop,good_label,conve_label,impre_label,superb_label,reviewamount,randomrate,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,score,cleanaccom,landmarknear,,,
9.7,0,0,0,1,0,0,0,0,7.4,0,1,0,0,65,3,1,0,0,1,0,1,0,0,1,0,-1,1,Kawah Putih,,,
6,0,0,0,1,0,0,0,0,7.4,0,1,0,0,65,3,1,2,1,2,1,2,0,2,4,2,-2,1,Kawah Putih,,,
8.5,0,0,0,1,0,0,0,0,8.7,0,0,1,0,1322,3,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
9.7,0,0,1,0,0,0,0,0,8.7,0,0,1,0,333,3,0,1,0,0,1,0,1,1,0,1,1,0,Kawah Putih,,,
8.5,1,0,0,0,0,0,0,0,8.1,0,1,0,0,130,3,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
9.4,1,0,0,0,0,0,0,0,8.1,0,1,0,0,130,3,0,1,0,0,2,0,0,2,0,2,2,0,Kawah Putih,,,
8.5,0,0,0,1,0,0,0,0,8.5,0,0,1,0,1190,3,0,4,0,0,8,0,2,7,1,12,11,0,Kawah Putih,,,
10,0,0,0,1,0,0,0,0,8.5,0,0,1,0,1190,3,1,0,0,0,0,0,0,0,1,0,-1,0,Kawah Putih,,,
9.7,0,0,0,1,0,0,0,0,8.7,0,0,1,0,3349,3,0,1,1,0,1,0,1,1,1,3,2,0,Kawah Putih,,,
9.7,0,0,0,1,0,0,0,0,8.7,0,0,1,0,3349,3,0,0,0,0,2,0,0,1,0,2,2,0,Kawah Putih,,,
9.7,0,0,0,0,0,0,0,1,8.6,0,0,1,0,2930,3,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
6.8,0,0,0,1,0,0,0,0,8.6,0,0,1,0,5060,3,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
10,0,0,0,1,0,0,0,0,8.6,0,0,1,0,5060,3,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
8.8,0,0,0,1,0,0,0,0,8.4,0,0,1,0,521,3,0,1,0,0,1,0,0,1,0,1,1,1,Kawah Putih,,,
8.5,0,0,0,0,0,0,0,1,8.3,0,0,1,0,238,3,0,2,0,0,4,0,2,3,0,5,5,1,Kawah Putih,,,
10,0,0,0,0,0,0,0,1,8.1,0,0,1,0,4,3,0,3,0,0,3,0,2,3,1,4,3,1,Kawah Putih,,,
9.4,0,0,0,0,0,0,0,1,8.4,0,0,1,0,94,3,0,1,0,1,4,1,1,4,1,4,3,1,Kawah Putih,,,
9.1,0,0,0,0,0,0,0,1,8.4,0,0,1,0,94,3,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
8.5,0,0,0,0,0,0,0,1,8,0,1,0,0,9,3,0,1,0,1,2,1,1,2,1,3,2,1,Kawah Putih,,,
10,0,0,0,0,0,0,0,1,8.3,0,0,1,0,13,3,0,2,0,0,3,0,0,2,0,5,5,1,Kawah Putih,,,
9.3,0,0,0,0,0,0,0,1,8.3,0,0,1,0,13,3,0,3,0,0,3,0,1,4,0,4,4,1,Kawah Putih,,,
9.7,0,0,0,0,0,0,0,1,6.8,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
8.3,0,0,0,0,0,0,0,1,6.8,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
6,0,0,0,0,0,1,0,0,8.5,0,0,1,0,768,3,0,3,0,0,3,0,2,4,0,7,7,1,Kawah Putih,,,
9.1,0,0,0,0,0,0,0,1,8.2,0,1,0,0,236,3,0,1,0,0,1,0,1,1,0,1,1,1,Kawah Putih,,,
8.5,1,0,0,0,0,0,0,0,8,0,1,0,0,2816,3,0,1,0,0,1,0,1,1,0,2,2,1,Kawah Putih,,,
8.5,0,0,0,1,0,0,0,0,7.8,0,1,0,0,2816,3,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
8.8,0,0,1,0,0,0,0,0,8.8,0,0,1,0,188,3,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
8.5,0,0,1,0,0,0,0,0,8.8,0,0,1,0,35,3,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
9.7,0,0,1,0,0,0,0,0,8.8,0,0,1,0,35,3,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
8.5,0,0,1,0,0,0,0,0,8.8,0,0,1,0,35,3,0,3,0,0,4,0,2,5,1,4,3,1,Kawah Putih,,,
8.5,0,0,0,0,0,0,0,1,8.8,0,0,1,0,925,3,0,1,0,0,2,0,0,2,0,3,3,1,Kawah Putih,,,
9.1,0,0,0,0,0,0,0,1,8.7,0,0,1,0,24,3,0,0,0,2,3,1,0,4,2,4,2,1,Kawah Putih,,,
8.5,0,0,0,0,0,0,0,1,8.7,0,0,1,0,24,3,1,0,0,0,2,0,1,2,0,4,4,0,Kawah Putih,,,
8.7,1,0,0,0,0,0,0,0,8.4,0,0,1,0,74,3,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,1,0,0,1,0,1,1,0,1,1,1,Kawah Putih,,,
6.2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,2,0,0,2,0,3,3,1,Kawah Putih,,,
10,0,0,0,1,0,0,0,0,8.7,0,0,1,0,958,3,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
5.8,0,0,0,1,0,0,0,0,7.5,0,1,0,0,74,3,0,1,0,0,2,0,0,1,0,2,2,1,Kawah Putih,,,
5.9,0,0,0,1,0,0,0,0,8.5,0,0,1,0,31,3,1,3,1,1,2,1,0,4,5,4,-1,1,Kawah Putih,,,
8.5,0,0,0,1,0,0,0,0,8.5,0,0,1,0,31,3,1,1,0,0,3,1,0,4,2,5,3,1,Kawah Putih,,,
6.1,0,0,0,1,0,0,0,0,8.7,0,0,1,0,2181,3,0,0,0,0,0,0,0,0,0,0,0,1,"Braga, Asia Afrika",,,
9.1,0,0,0,1,0,0,0,0,8.7,0,0,1,0,2181,3,0,1,0,0,1,0,0,1,0,1,1,1,"Braga, Asia Afrika",,,
9.1,0,0,0,1,0,0,0,0,8.1,0,0,1,0,3662,3,0,1,0,0,3,0,0,3,0,3,3,1,"Braga, Asia Afrika",,,
6.9,0,0,0,1,0,0,0,0,8.1,0,0,1,0,3662,3,0,0,0,0,0,0,0,0,0,0,0,0,"Braga, Asia Afrika",,,
8.5,0,0,0,1,0,0,0,0,8.1,0,0,1,0,3662,3,0,0,0,0,0,0,0,0,0,1,1,0,"Braga, Asia Afrika",,,
5.7,0,0,0,1,0,0,0,0,8.1,0,0,1,0,3662,3,0,2,0,0,3,0,1,3,0,4,4,0,"Braga, Asia Afrika",,,
9.7,0,0,0,1,0,0,0,0,8.6,0,0,1,0,3463,3,0,0,0,0,0,0,0,0,0,0,0,0,"Braga, Asia Afrika",,,
5.6,0,0,0,1,0,0,0,0,8.6,0,0,1,0,3463,3,0,3,0,0,1,0,1,2,0,2,2,0,"Braga, Asia Afrika",,,
5.7,0,0,0,1,0,0,0,0,6.5,1,0,0,0,1060,3,0,0,0,0,0,0,0,0,0,0,0,0,"Braga, Asia Afrika",,,
5.5,0,0,0,1,0,0,0,0,6.5,1,0,0,0,1060,3,0,0,0,0,0,0,0,0,0,0,0,0,"Braga, Asia Afrika",,,
8.5,0,0,0,1,0,0,0,0,8.8,0,0,1,0,175,3,0,0,0,0,0,0,0,0,0,0,0,0,"Braga, Asia Afrika",,,
9.7,0,0,0,1,0,0,0,0,8.4,0,0,1,0,376,3,0,0,0,0,0,0,0,0,0,0,0,0,"Braga, Asia Afrika",,,
6,0,0,0,1,0,0,0,0,8.4,0,0,1,0,297,3,0,1,0,0,2,0,1,2,0,2,2,0,"Braga, Asia Afrika",,,
8.8,0,0,0,1,0,0,0,0,8.4,0,0,1,0,297,3,0,0,0,0,0,0,0,0,0,0,0,0,"Braga, Asia Afrika",,,
6.8,0,0,0,1,0,0,0,0,8.1,0,1,0,0,33,3,1,1,1,0,1,1,1,1,3,4,1,1,Taman Hutan Raya Juanda,,,
9.4,1,0,0,0,0,0,0,0,8,0,1,0,0,3915,3,0,0,0,0,0,0,0,0,0,0,0,1,Taman Hutan Raya Juanda,,,
6.1,1,0,0,0,0,0,0,0,8,0,1,0,0,3919,3,1,0,0,1,1,0,0,1,2,3,1,1,Taman Hutan Raya Juanda,,,
5.4,1,0,0,0,0,0,0,0,8,0,1,0,0,3920,3,0,0,0,0,0,0,0,0,0,0,0,1,Taman Hutan Raya Juanda,,,
8.5,1,0,0,0,0,0,0,0,8,0,1,0,0,3922,3,0,0,0,0,1,0,0,1,0,2,2,1,Taman Hutan Raya Juanda,,,
9.7,0,0,1,0,0,0,0,0,8,0,1,0,0,956,3,2,0,3,1,1,2,0,1,8,2,-6,1,Taman Hutan Raya Juanda,,,
8.5,0,0,1,0,0,0,0,0,8,0,1,0,0,956,3,0,0,0,0,0,0,0,0,0,0,0,1,Taman Hutan Raya Juanda,,,
10,0,0,0,0,0,0,0,1,8.9,0,0,1,0,30,3,0,2,0,0,2,0,2,2,0,3,3,1,Taman Hutan Raya Juanda,,,
9.4,0,0,0,0,0,0,0,1,8.9,0,0,1,0,30,3,0,0,0,0,0,0,0,0,0,1,1,1,Taman Hutan Raya Juanda,,,
9.7,0,0,0,0,0,0,0,1,8.9,0,0,1,0,30,3,0,0,0,0,0,0,0,0,0,0,0,1,Taman Hutan Raya Juanda,,,
5.5,0,0,0,1,0,0,0,0,8.3,0,0,1,0,24,3,0,1,0,0,2,0,0,2,0,2,2,0,Taman Hutan Raya Juanda,,,
9.7,0,0,0,1,0,0,0,0,8.4,0,0,1,0,2231,3,0,2,0,0,2,0,0,1,0,2,2,0,Taman Hutan Raya Juanda,,,
9.7,0,0,0,0,0,0,0,1,8.9,0,0,1,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
6.2,0,0,1,0,0,0,0,0,8.4,0,0,1,0,1156,3,0,0,0,1,0,1,0,0,2,1,-1,1,Taman Hutan Raya Juanda,,,
6.3,0,0,0,1,0,0,0,0,8.8,0,0,1,0,3963,3,0,0,0,0,0,0,0,0,0,0,0,1,Taman Hutan Raya Juanda,,,
9.7,0,0,0,1,0,0,0,0,8.8,0,0,1,0,3963,3,0,2,1,0,0,0,0,0,3,0,-3,1,Taman Hutan Raya Juanda,,,
6,0,0,0,1,0,0,0,0,8.8,0,0,1,0,3963,3,0,0,0,0,0,0,0,0,0,0,0,1,Taman Hutan Raya Juanda,,,
10,0,0,0,1,0,0,0,0,8.5,0,0,1,0,1094,3,0,0,0,0,1,0,0,1,0,3,3,1,Taman Hutan Raya Juanda,,,
9.7,0,0,0,1,0,0,0,0,9,0,0,1,0,30,3,0,1,0,1,3,0,0,7,1,6,5,1,Taman Hutan Raya Juanda,,,
8.5,0,0,0,1,0,0,0,0,9,0,0,1,0,30,3,1,1,1,1,3,1,0,3,3,3,0,1,Taman Hutan Raya Juanda,,,
9.4,0,0,0,1,0,0,0,0,8.2,0,1,0,0,3720,3,0,1,0,0,2,0,0,2,0,2,2,1,Taman Hutan Raya Juanda,,,
9.7,0,0,0,0,0,0,0,1,9.1,1,0,0,0,0,3,0,2,0,0,2,0,1,2,0,2,2,1,Taman Hutan Raya Juanda,,,
8.7,0,0,0,0,0,0,0,1,8.5,0,0,1,0,31,3,0,0,0,0,0,0,0,0,0,0,0,1,Taman Hutan Raya Juanda,,,
9.4,0,0,0,0,0,0,0,1,8.5,0,0,1,0,31,3,0,3,0,0,3,0,1,2,0,3,3,1,Taman Hutan Raya Juanda,,,
9.4,0,0,0,1,0,0,0,0,8.4,0,0,1,0,9232,3,0,0,0,0,0,0,0,0,0,0,0,1,Taman Hutan Raya Juanda,,,
8.4,0,0,0,1,0,0,0,0,8.4,0,0,1,0,9232,3,0,0,0,0,0,0,0,0,0,0,0,1,Taman Hutan Raya Juanda,,,
9.7,0,0,0,1,0,0,0,0,8.4,0,0,1,0,9232,3,0,0,0,0,0,0,0,0,0,0,0,1,Taman Hutan Raya Juanda,,,
10,0,0,0,1,0,0,0,0,8.4,0,0,1,0,9232,3,0,1,0,0,2,0,0,2,0,2,2,1,Taman Hutan Raya Juanda,,,
9.4,0,0,0,1,0,0,0,0,8.3,0,0,1,0,14487,3,0,0,0,0,0,0,0,0,0,0,0,1,Taman Hutan Raya Juanda,,,
9.7,0,0,0,0,0,0,0,1,8.6,0,0,1,0,49,3,0,2,0,0,6,0,1,4,0,9,9,1,Taman Hutan Raya Juanda,,,
9.4,0,0,0,0,0,0,0,1,9,0,0,1,0,37,3,0,0,0,0,0,0,0,0,0,0,0,1,Taman Hutan Raya Juanda,,,
10,0,0,1,0,0,0,0,0,9.3,1,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,1,Taman Hutan Raya Juanda,,,
8.7,0,0,1,0,0,0,0,0,7.7,0,1,0,0,19,3,0,1,0,0,1,0,1,1,0,1,1,1,Taman Hutan Raya Juanda,,,
8.5,0,0,0,1,0,0,0,0,7.7,0,1,0,0,541,3,1,4,0,2,3,1,1,3,5,3,-2,0,Taman Hutan Raya Juanda,,,
6,0,0,0,1,0,0,0,0,8.4,0,0,1,0,408,3,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
9.7,0,0,0,1,0,0,0,0,8.4,0,0,1,0,408,3,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
9.7,0,0,0,1,0,0,0,0,8.6,0,0,1,0,675,4,0,1,0,0,2,0,0,2,0,4,4,0,Sate Building,,,
10,0,0,0,1,0,0,0,0,8.6,0,0,1,0,675,4,0,0,0,0,0,0,1,0,0,0,0,0,Sate Building,,,
10,0,0,0,1,0,0,0,0,8.6,0,0,1,0,675,4,0,2,0,0,1,0,1,1,0,1,1,0,Sate Building,,,
9.7,0,0,0,1,0,0,0,0,8.7,0,0,1,0,1513,4,0,1,0,0,1,0,0,1,0,2,2,0,Sate Building,,,
10,0,0,0,1,0,0,0,0,8.7,0,0,1,0,1513,4,0,1,0,0,1,0,1,1,0,1,1,0,Sate Building,,,
9.4,0,0,0,1,0,0,0,0,8.7,0,0,1,0,1513,4,0,2,0,0,4,0,1,4,0,6,6,0,Sate Building,,,
6.7,0,0,0,1,0,0,0,0,8.7,0,0,1,0,1513,4,0,0,0,0,0,0,0,0,0,1,1,0,Sate Building,,,
8.5,0,0,0,1,0,0,0,0,8.5,0,0,1,0,1882,4,1,0,1,0,0,1,0,0,2,0,-2,0,Sate Building,,,
9.4,0,0,0,1,0,0,0,0,8.5,0,0,1,0,1882,4,0,4,0,1,4,0,0,5,1,9,8,0,Sate Building,,,
9.7,0,0,0,1,0,0,0,0,8.5,0,0,1,0,1882,4,1,3,1,0,4,1,2,3,2,5,3,1,Sate Building,,,
8.5,0,0,0,1,0,0,0,0,8.5,0,0,1,0,1882,4,0,1,0,0,3,0,1,3,0,4,4,1,Sate Building,,,
9.7,0,0,0,1,0,0,0,0,8.5,0,0,1,0,1882,4,0,0,0,0,0,1,0,0,2,0,-2,1,Sate Building,,,
9.4,0,0,0,1,0,0,0,0,8.5,0,0,1,0,1882,4,0,0,0,0,0,0,0,0,0,0,0,1,Sate Building,,,
9.4,0,0,0,1,0,0,0,0,8.5,0,0,1,0,1882,4,0,4,0,0,4,0,4,6,1,7,6,1,Sate Building,,,
9.7,0,0,0,1,0,0,0,0,8.5,0,0,1,0,1882,4,0,1,0,0,1,0,0,1,0,3,3,1,Sate Building,,,
9.7,0,0,0,1,0,0,0,0,8.6,0,0,1,0,675,4,0,1,0,0,1,1,0,1,0,3,3,1,Sate Building,,,
10,0,0,0,1,0,0,0,0,8.6,0,0,1,0,675,4,1,0,2,3,0,3,0,0,4,1,-3,1,Sate Building,,,
10,0,0,0,1,0,0,0,0,8.6,0,0,1,0,675,4,0,0,0,0,0,0,0,0,0,0,0,1,Sate Building,,,
10,0,0,0,1,0,0,0,0,8.6,0,0,1,0,54,4,0,3,0,0,3,0,3,4,0,5,5,1,Sate Building,,,
8.5,0,0,0,1,0,0,0,0,8.6,0,0,1,0,54,4,0,2,1,0,2,0,1,2,2,2,0,0,Sate Building,,,
5.8,0,0,0,1,0,0,0,0,8.4,0,0,1,0,2700,4,0,0,0,0,0,0,0,0,0,0,0,0,Sate Building,,,
5.2,0,0,0,1,0,0,0,0,8.4,0,0,1,0,2700,4,0,0,0,0,0,0,0,0,0,0,0,0,Sate Building,,,
9.6,0,0,0,1,0,0,0,0,8.4,0,0,1,0,2896,4,0,1,0,0,2,0,0,2,0,2,2,0,Sate Building,,,
9.4,0,0,0,1,0,0,0,0,8.4,0,0,1,0,2896,4,0,0,0,0,0,0,0,0,0,0,0,0,Sate Building,,,
9.7,0,0,0,1,0,0,0,0,8.4,0,0,1,0,2896,4,0,0,0,0,0,0,0,0,0,0,0,0,Sate Building,,,
10,0,0,0,1,0,0,0,0,8.4,0,0,1,0,2896,4,0,0,0,0,0,0,0,0,0,0,0,0,Sate Building,,,
9.7,0,0,0,1,0,0,0,0,8.8,0,0,1,0,4208,4,0,0,0,1,0,1,0,0,1,0,-1,0,Sate Building,,,
9.4,0,0,0,1,0,0,0,0,8.8,0,0,1,0,4208,4,0,1,0,0,1,0,1,1,0,1,1,0,Sate Building,,,
9.7,0,0,0,1,0,0,0,0,8.4,0,0,1,0,4307,4,0,0,0,0,0,0,0,0,0,0,0,0,Sate Building,,,
8.5,0,0,0,1,0,0,0,0,8.4,0,0,1,0,4307,4,0,0,2,1,0,1,1,0,3,1,-2,0,Sate Building,,,
9.4,0,0,0,1,0,0,0,0,8.4,0,0,1,0,4307,4,0,2,0,0,2,0,1,3,0,3,3,0,Sate Building,,,
9.7,0,0,0,1,0,0,0,0,8.4,0,0,1,0,4307,4,0,0,0,0,0,0,0,0,0,0,0,0,Sate Building,,,
5.9,0,0,0,1,0,0,0,0,8.4,0,0,1,0,4307,4,1,0,1,0,0,0,0,0,2,0,-2,0,Sate Building,,,
8.5,0,0,0,1,0,0,0,0,8.4,0,0,1,0,4307,4,0,0,0,0,0,0,0,0,0,0,0,0,Sate Building,,,
5.9,0,0,0,1,0,0,0,0,8.3,0,0,1,0,1129,4,0,0,0,0,0,0,0,0,0,0,0,0,Sate Building,,,
8.5,0,0,0,1,0,0,0,0,8.3,0,0,1,0,1129,4,0,1,0,0,1,0,1,1,0,1,1,0,Sate Building,,,
6.4,0,0,0,1,0,0,0,0,8.3,0,0,1,0,1129,4,0,0,0,0,0,0,0,0,0,0,0,0,Sate Building,,,
9.7,0,0,0,1,0,0,0,0,8.3,0,0,1,0,1129,4,0,0,0,0,0,0,0,0,0,0,0,0,Sate Building,,,
8.8,0,0,0,1,0,0,0,0,8.5,0,0,1,0,7303,4,0,1,0,0,1,0,1,1,0,2,2,0,Sate Building,,,
9.4,0,0,0,1,0,0,0,0,8.5,0,0,1,0,7303,4,0,0,0,0,0,0,0,0,0,0,0,1,Sate Building,,,
8.5,0,0,0,1,0,0,0,0,8.5,0,0,1,0,7303,4,0,1,0,0,2,0,1,2,0,3,3,1,Sate Building,,,
8,0,0,0,0,0,1,0,0,8.5,0,0,1,0,144,4,1,0,1,1,0,1,0,1,1,1,0,1,Sate Building,,,
8.8,0,0,1,0,0,0,0,0,8.1,0,1,0,0,72,4,1,4,0,1,3,0,0,1,0,7,7,1,Sate Building,,,
8.5,0,0,1,0,0,0,0,0,8.1,0,1,0,0,72,4,0,0,0,0,0,0,0,0,0,0,0,1,Sate Building,,,
8.5,0,0,1,0,0,0,0,0,8.1,0,1,0,0,72,4,0,0,0,0,0,0,0,0,0,0,0,1,Sate Building,,,
8.3,0,0,1,0,0,0,0,0,8.1,0,1,0,0,72,4,0,0,0,0,0,0,0,0,0,0,0,1,Sate Building,,,
5.8,0,0,0,1,0,0,0,0,9.1,0,0,0,1,2272,4,0,0,0,0,0,0,0,0,0,0,0,1,Sate Building,,,
10,0,0,0,1,0,0,0,0,9.1,0,0,0,1,2272,4,0,1,0,0,2,0,0,2,0,3,3,1,Sate Building,,,
9.7,0,0,0,1,0,0,0,0,9.1,0,0,0,1,2272,4,0,6,0,0,6,0,3,6,0,8,8,1,Sate Building,,,
9.7,0,0,0,1,0,0,0,0,8.6,0,0,1,0,1737,4,2,4,0,0,5,2,1,3,2,10,8,1,Sate Building,,,
9.1,0,0,0,1,0,0,0,0,8.6,0,0,1,0,1737,4,2,0,2,0,1,0,0,2,4,2,-2,1,Sate Building,,,
9.4,0,0,0,1,0,0,0,0,8.6,0,0,1,0,1737,4,1,3,1,1,3,0,0,2,3,4,1,1,Sate Building,,,
8.5,0,0,0,1,0,0,0,0,8.8,0,0,1,0,4235,4,0,2,1,0,4,0,2,5,2,6,4,1,Sate Building,,,
9.7,0,0,0,1,0,0,0,0,8.8,0,0,1,0,4235,4,0,0,0,0,1,0,0,0,0,1,1,1,Sate Building,,,
10,0,0,0,1,0,0,0,0,8.8,0,0,1,0,4235,4,1,1,0,0,1,0,0,1,0,1,1,1,Sate Building,,,
9.7,0,0,0,1,0,0,0,0,8.8,0,0,1,0,4235,4,0,0,0,0,0,0,0,0,0,0,0,1,Sate Building,,,
10,0,0,0,1,0,0,0,0,8.8,0,0,1,0,4235,4,0,0,0,0,1,1,0,1,0,2,2,1,Sate Building,,,
9.4,0,0,0,0,1,0,0,0,8.7,0,0,1,0,815,4,0,0,1,0,0,0,0,0,1,0,-1,1,Sate Building,,,
9.7,0,0,0,0,1,0,0,0,8.7,0,0,1,0,815,4,0,0,0,0,0,0,0,0,0,0,0,1,Sate Building,,,
8.5,0,0,0,0,1,0,0,0,8.7,0,0,1,0,815,4,1,0,0,1,0,0,0,0,0,0,0,1,Sate Building,,,
8.5,0,0,0,1,0,0,0,0,8.3,0,0,1,0,1583,4,1,1,0,0,1,0,0,1,1,1,0,1,Sate Building,,,
9.4,0,0,0,1,0,0,0,0,8.3,0,0,1,0,1583,4,0,0,0,0,0,0,0,0,0,0,0,1,Sate Building,,,
8.5,0,0,0,1,0,0,0,0,8.3,0,0,1,0,1583,4,0,0,0,0,0,0,0,0,0,0,0,1,Sate Building,,,
9.1,0,0,0,1,0,0,0,0,8.3,0,0,1,0,1583,4,0,1,0,0,1,0,1,1,1,2,1,1,Sate Building,,,
6,0,0,0,1,0,0,0,0,8.6,0,0,1,0,4187,4,0,0,0,0,0,0,0,0,0,0,0,1,Sate Building,,,
9.4,0,0,0,1,0,0,0,0,8.6,0,0,1,0,4187,4,0,0,0,0,0,0,0,0,0,0,0,1,Sate Building,,,
8.5,0,0,0,1,0,0,0,0,8.6,0,0,1,0,4187,4,1,1,0,0,3,0,1,2,1,4,3,1,Sate Building,,,
6,0,0,0,1,0,0,0,0,8.6,0,0,1,0,4187,4,0,2,0,0,3,0,0,4,0,4,4,1,Sate Building,,,
5.4,0,0,0,1,0,0,0,0,8.1,0,1,0,0,983,4,0,0,0,0,0,0,0,0,0,1,1,1,Sate Building,,,
5.1,0,0,0,1,0,0,0,0,8.1,0,1,0,0,983,4,0,0,0,0,0,0,0,0,0,0,0,0,Sate Building,,,
9.1,0,0,0,1,0,0,0,0,8.1,0,1,0,0,983,4,0,0,0,0,0,0,0,0,0,0,0,1,Sate Building,,,
8.7,0,0,0,1,0,0,0,0,8.1,0,1,0,0,983,4,0,0,0,0,0,0,0,0,0,0,0,1,Sate Building,,,
6.7,0,0,0,1,0,0,0,0,8.1,0,1,0,0,983,4,0,0,0,0,0,0,0,0,0,0,0,1,Sate Building,,,
9.7,0,0,0,1,0,0,0,0,8.1,0,1,0,0,983,4,0,0,0,0,0,0,0,0,0,0,0,1,Sate Building,,,
9.7,0,0,0,1,0,0,0,0,8.1,0,1,0,0,983,4,0,1,0,0,1,0,1,1,0,1,1,1,Sate Building,,,
5.8,0,0,0,1,0,0,0,0,8.2,0,1,0,0,5369,4,0,0,0,0,0,0,0,0,0,0,0,1,Sate Building,,,
9.4,0,0,0,1,0,0,0,0,8.2,0,1,0,0,5369,4,0,1,0,0,1,0,1,1,0,1,1,1,Sate Building,,,
9.4,0,0,0,1,0,0,0,0,8.2,0,1,0,0,5369,4,0,0,0,0,0,0,0,0,0,0,0,1,Sate Building,,,
8.5,0,0,0,1,0,0,0,0,8.2,0,1,0,0,5369,4,0,2,0,0,1,0,1,2,0,2,2,1,Sate Building,,,
5.1,0,0,0,1,0,0,0,0,8.2,0,1,0,0,5369,4,0,0,0,0,0,0,0,0,0,0,0,1,Sate Building,,,
9.6,0,0,0,1,0,0,0,0,8.2,0,1,0,0,5369,4,0,0,0,0,0,0,0,0,0,1,1,1,Sate Building,,,
6.3,0,0,0,1,0,0,0,0,8.2,0,1,0,0,5369,4,1,0,0,0,0,0,0,0,1,1,0,1,Sate Building,,,
9.7,0,0,0,1,0,0,0,0,8.8,0,0,1,0,1859,4,0,1,0,0,1,0,1,1,0,1,1,1,Sate Building,,,
9.7,0,0,0,1,0,0,0,0,8.8,0,0,1,0,1859,4,0,0,0,0,0,0,0,0,0,0,0,1,Sate Building,,,
8.5,0,0,0,1,0,0,0,0,8.8,0,0,1,0,1859,4,0,0,1,1,1,0,0,1,0,2,2,1,Sate Building,,,
8.3,0,0,0,1,0,0,0,0,7.6,0,1,0,0,866,4,0,0,0,0,0,0,0,0,0,0,0,1,Sate Building,,,
6.5,0,0,0,1,0,0,0,0,7.6,0,1,0,0,866,4,0,0,0,0,0,0,0,0,0,0,0,1,Sate Building,,,
6,0,0,0,1,0,0,0,0,7.6,0,1,0,0,866,4,0,1,0,0,2,1,0,2,0,4,4,1,Sate Building,,,
8.5,0,0,0,1,0,0,0,0,7.6,0,1,0,0,866,4,0,1,0,0,0,0,0,1,0,0,0,1,Sate Building,,,
8.5,0,0,0,1,0,0,0,0,7.6,0,1,0,0,866,4,0,0,0,0,0,0,0,0,0,1,1,1,Sate Building,,,
5.2,0,0,0,1,0,0,0,0,7.6,0,1,0,0,866,4,0,0,0,0,0,0,0,0,0,0,0,1,Sate Building,,,
9.1,0,0,0,1,0,0,0,0,8.5,0,0,1,0,5030,4,0,0,0,0,0,0,0,0,0,0,0,1,Sate Building,,,
9.7,0,0,0,1,0,0,0,0,8.5,0,0,1,0,5030,4,0,0,0,0,0,0,0,0,0,0,0,1,Sate Building,,,
5.8,0,0,0,1,0,0,0,0,8.5,0,0,1,0,5030,4,0,0,0,0,1,0,0,1,1,2,1,1,Sate Building,,,
8.5,0,0,0,1,0,0,0,0,8.5,0,0,1,0,5030,4,0,0,0,0,0,0,0,0,0,0,0,1,Sate Building,,,
9.7,0,0,0,1,0,0,0,0,8.5,0,0,1,0,5030,4,0,0,0,0,0,0,0,0,0,1,1,1,Sate Building,,,
10,0,0,1,0,0,0,0,0,9.1,0,0,0,1,525,4,0,0,0,0,1,0,0,3,1,5,4,1,Sate Building,,,
9.7,0,0,1,0,0,0,0,0,9.1,0,0,0,1,525,4,0,0,0,0,0,0,0,0,0,0,0,1,Sate Building,,,
8.3,0,0,1,0,0,0,0,0,9.1,0,0,0,1,525,4,0,1,0,0,1,0,1,1,0,2,2,1,Sate Building,,,
10,0,0,1,0,0,0,0,0,9.1,0,0,0,1,525,4,0,1,0,0,2,0,1,2,0,3,3,1,Sate Building,,,
9.4,0,0,1,0,0,0,0,0,9.1,0,0,0,1,525,4,0,2,0,0,1,0,1,1,0,3,3,1,Sate Building,,,
8.5,0,0,1,0,0,0,0,0,9.1,0,0,0,1,525,4,2,0,1,0,1,1,0,1,3,1,-2,1,Sate Building,,,
