ratinguser,resort_type,apart_type,ghouse_type,hotels_type,capsule_type,homest_type,camp_type,villas_type,ratingprop,good_label,conve_label,impre_label,superb_label,reviewamount,randomrate,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,score,cleanaccom,landmarknear,,,
9.1,0,0,0,0,0,0,0,1,8.8,0,0,1,0,925,4,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
6.5,0,0,0,0,0,0,0,1,8.8,0,0,1,0,925,4,0,1,0,0,1,0,0,1,0,1,1,0,Kawah Putih,,,
6,0,0,0,0,0,0,0,1,8.8,0,0,1,0,925,4,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
9,1,0,0,0,0,0,0,0,8.2,0,1,0,0,1478,4,1,0,1,0,0,0,0,0,1,0,-1,0,Kawah Putih,,,
8.5,1,0,0,0,0,0,0,0,8.2,0,1,0,0,1478,4,0,1,0,0,2,0,1,2,0,2,2,0,Kawah Putih,,,
9.7,1,0,0,0,0,0,0,0,8.2,0,1,0,0,1478,4,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
8.5,1,0,0,0,0,0,0,0,8.2,0,1,0,0,1478,4,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
8.5,1,0,0,0,0,0,0,0,8.2,0,1,0,0,1478,4,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
8.3,1,0,0,0,0,0,0,0,8.2,0,1,0,0,1478,4,0,1,0,0,1,0,1,1,0,2,2,0,Kawah Putih,,,
8.5,1,0,0,0,0,0,0,0,8.2,0,1,0,0,1478,4,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
9.1,1,0,0,0,0,0,0,0,8.2,0,1,0,0,1478,4,0,0,1,0,0,0,0,0,1,0,-1,1,Kawah Putih,,,
9.4,0,0,0,0,0,0,0,1,8.7,0,0,1,0,24,4,0,0,0,0,0,0,0,0,1,0,-1,1,Kawah Putih,,,
8.5,0,0,0,0,0,0,0,1,8.7,0,0,1,0,24,4,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
8.5,0,0,0,0,0,0,0,1,8.7,0,0,1,0,24,4,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
9.4,0,0,0,0,0,0,0,1,8.7,0,0,1,0,24,4,0,0,0,0,0,0,0,0,0,1,1,1,Kawah Putih,,,
8.5,0,0,0,1,0,0,0,0,8.8,0,0,1,0,1007,4,0,1,0,0,3,0,1,3,0,4,4,1,Kawah Putih,,,
8.5,0,0,0,1,0,0,0,0,8.8,0,0,1,0,1007,4,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
7,0,0,0,1,0,0,0,0,8.8,0,0,1,0,1007,4,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
9.7,0,0,0,1,0,0,0,0,8.8,0,0,1,0,1007,4,0,0,0,0,0,0,0,0,0,0,0,1,Kawah Putih,,,
8.5,0,0,0,1,0,0,0,0,8.8,0,0,1,0,1007,4,2,0,1,1,0,1,0,0,2,0,-2,0,Kawah Putih,,,
9.7,0,0,0,1,0,0,0,0,8.8,0,0,1,0,1007,4,0,0,0,0,0,1,0,0,1,1,0,0,Kawah Putih,,,
8.5,0,0,0,1,0,0,0,0,8.8,0,0,1,0,1007,4,0,3,0,1,2,0,0,2,1,3,2,0,Kawah Putih,,,
8.4,1,0,0,0,0,0,0,0,8.4,0,0,1,0,74,4,0,1,0,0,2,0,1,2,0,2,2,0,Kawah Putih,,,
9.1,1,0,0,0,0,0,0,0,8.4,0,0,1,0,74,4,0,1,0,0,2,0,1,2,0,2,2,0,Kawah Putih,,,
9.7,1,0,0,0,0,0,0,0,8.4,0,0,1,0,74,4,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
10,1,0,0,0,0,0,0,0,8.4,0,0,1,0,74,4,0,0,1,0,0,0,0,0,1,0,-1,0,Kawah Putih,,,
9.1,1,0,0,0,0,0,0,0,8.4,0,0,1,0,74,4,0,0,0,0,1,0,0,2,1,2,1,0,Kawah Putih,,,
10,1,0,0,0,0,0,0,0,8.4,0,0,1,0,74,4,0,0,0,0,1,0,0,1,0,2,2,0,Kawah Putih,,,
9.7,1,0,0,0,0,0,0,0,8.4,0,0,1,0,74,4,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
9.7,1,0,0,0,0,0,0,0,8.4,0,0,1,0,74,4,0,1,0,0,2,0,1,3,0,2,2,0,Kawah Putih,,,
9.7,1,0,0,0,0,0,0,0,8.4,0,0,1,0,74,4,0,3,0,0,5,1,2,3,1,6,5,0,Kawah Putih,,,
9.7,0,0,0,1,0,0,0,0,8.7,0,0,1,0,958,4,0,0,0,0,0,0,0,0,0,0,0,0,Kawah Putih,,,
8.5,0,0,0,1,0,0,0,0,8.7,0,0,1,0,958,4,0,1,0,0,2,0,1,2,0,3,3,0,Kawah Putih,,,
9.7,0,0,0,1,0,0,0,0,8.7,0,0,1,0,958,4,0,0,0,0,1,0,0,1,0,5,5,0,Kawah Putih,,,
10,0,0,0,1,0,0,0,0,8.7,0,0,1,0,958,4,0,2,0,0,5,0,0,3,0,8,8,0,Kawah Putih,,,
9.7,0,0,0,0,0,0,0,1,8.6,0,0,1,0,26,4,1,0,0,0,0,0,0,0,1,2,1,0,Kawah Putih,,,
4.8,0,0,0,0,0,0,0,1,8.6,0,0,1,0,26,4,0,0,1,0,0,0,0,0,1,0,-1,0,Kawah Putih,,,
10,0,0,0,0,0,0,0,1,8.6,0,0,1,0,26,4,0,0,0,0,2,0,0,1,0,3,3,0,Kawah Putih,,,
8.5,0,0,0,1,0,0,0,0,7.5,0,1,0,0,74,4,0,1,0,0,2,0,1,2,0,3,3,0,Kawah Putih,,,
8.9,0,0,0,1,0,0,0,0,7.5,0,1,0,0,74,4,2,2,2,1,2,1,1,2,5,3,-2,0,Kawah Putih,,,
8.5,0,0,0,1,0,0,0,0,7.5,0,1,0,0,74,4,0,0,0,0,0,0,0,0,0,1,1,0,Kawah Putih,,,
9.7,0,0,0,1,0,0,0,0,7.5,0,1,0,0,74,4,0,1,0,0,2,0,0,2,0,3,3,0,Kawah Putih,,,
4.8,0,0,0,1,0,0,0,0,7.5,0,1,0,0,74,4,0,1,0,0,3,1,0,2,1,3,2,0,Kawah Putih,,,
8.4,0,0,0,1,0,0,0,0,8.5,0,0,1,0,31,4,0,1,0,0,1,0,0,1,0,1,1,1,Kawah Putih,,,
9.7,0,0,0,1,0,0,0,0,8.7,0,0,1,0,2181,4,0,3,0,2,2,1,1,2,2,4,2,1,"Braga, Asia Afrika",,,
9.7,0,0,0,1,0,0,0,0,8.7,0,0,1,0,2181,4,0,1,0,0,2,1,1,2,2,3,1,1,"Braga, Asia Afrika",,,
5.7,0,0,0,1,0,0,0,0,8.7,0,0,1,0,2181,4,0,1,1,0,1,0,1,1,2,3,1,1,"Braga, Asia Afrika",,,
9.7,0,0,0,1,0,0,0,0,8.7,0,0,1,0,2181,4,0,0,0,0,0,0,0,0,0,0,0,1,"Braga, Asia Afrika",,,
8.5,0,0,0,1,0,0,0,0,8.7,0,0,1,0,2181,4,0,0,0,0,0,0,0,0,0,0,0,1,"Braga, Asia Afrika",,,
9.1,0,0,0,1,0,0,0,0,8.7,0,0,1,0,1716,4,0,0,0,0,0,0,0,0,0,0,0,1,"Braga, Asia Afrika",,,
9.1,0,0,0,1,0,0,0,0,8.7,0,0,1,0,1716,4,1,0,1,1,0,1,0,0,1,0,-1,1,"Braga, Asia Afrika",,,
5.8,0,0,0,1,0,0,0,0,8.7,0,0,1,0,1716,4,0,0,0,1,1,0,0,1,0,2,2,1,"Braga, Asia Afrika",,,
9.4,0,0,0,1,0,0,0,0,8.7,0,0,1,0,1716,4,0,2,0,0,3,0,0,3,0,6,6,1,"Braga, Asia Afrika",,,
8.5,0,0,0,1,0,0,0,0,8.7,0,0,1,0,1716,4,0,4,1,0,4,0,2,4,1,5,4,0,"Braga, Asia Afrika",,,
5.6,0,0,0,1,0,0,0,0,8.7,0,0,1,0,7260,4,1,1,0,0,2,0,2,4,0,7,7,0,"Braga, Asia Afrika",,,
8.5,0,0,0,1,0,0,0,0,8.4,0,0,1,0,7260,4,0,1,0,1,0,0,0,1,1,3,2,0,"Braga, Asia Afrika",,,
6.3,0,0,0,1,0,0,0,0,8.4,0,0,1,0,7260,4,1,3,2,1,3,0,1,3,3,4,1,0,"Braga, Asia Afrika",,,
8.5,0,0,0,1,0,0,0,0,8.4,0,0,1,0,7260,4,0,1,0,0,0,1,1,1,2,2,0,0,"Braga, Asia Afrika",,,
8.5,0,0,0,1,0,0,0,0,8.1,0,0,1,0,3662,4,0,2,0,0,5,0,1,5,0,5,5,0,"Braga, Asia Afrika",,,
5.4,0,0,0,1,0,0,0,0,8.1,0,1,0,0,3094,4,0,1,0,0,4,0,0,2,0,8,8,0,"Braga, Asia Afrika",,,
5.1,0,0,0,1,0,0,0,0,8.1,0,1,0,0,3094,4,0,1,0,0,1,0,0,1,0,2,2,0,"Braga, Asia Afrika",,,
8.5,0,0,0,1,0,0,0,0,8.1,0,1,0,0,3094,4,0,0,0,0,0,0,0,0,0,0,0,0,"Braga, Asia Afrika",,,
9.4,0,0,0,1,0,0,0,0,8.1,0,1,0,0,3094,4,0,1,0,0,1,0,1,1,0,1,1,0,"Braga, Asia Afrika",,,
8.5,0,0,0,1,0,0,0,0,8.6,0,0,1,0,3463,4,1,7,1,1,4,1,2,6,3,7,4,0,"Braga, Asia Afrika",,,
8.5,0,0,0,1,0,0,0,0,8.6,0,0,1,0,3463,4,0,1,0,0,2,0,1,1,0,2,2,0,"Braga, Asia Afrika",,,
9.4,0,0,0,1,0,0,0,0,8.6,0,0,1,0,3463,4,0,0,0,0,0,0,0,0,0,0,0,0,"Braga, Asia Afrika",,,
9.4,0,0,0,1,0,0,0,0,8.6,0,0,1,0,3463,4,2,2,4,3,1,2,1,2,7,1,-6,0,"Braga, Asia Afrika",,,
5.2,0,0,0,1,0,0,0,0,8.6,0,0,1,0,3463,4,1,1,0,0,1,0,0,2,1,1,0,0,"Braga, Asia Afrika",,,
4.8,0,0,0,1,0,0,0,0,6.5,1,0,0,0,1060,4,0,0,0,0,0,0,0,0,0,0,0,0,"Braga, Asia Afrika",,,
5.5,0,0,0,1,0,0,0,0,6.5,1,0,0,0,1060,4,0,0,0,0,0,0,0,0,0,1,1,0,"Braga, Asia Afrika",,,
8.5,0,0,0,1,0,0,0,0,6.5,1,0,0,0,1060,4,0,1,1,2,1,2,0,1,3,2,-1,0,"Braga, Asia Afrika",,,
5.7,0,0,0,1,0,0,0,0,6.5,1,0,0,0,1060,4,0,2,0,0,2,0,0,1,0,3,3,0,"Braga, Asia Afrika",,,
9.7,0,0,0,1,0,0,0,0,8.8,0,0,1,0,175,4,0,3,0,0,5,0,1,5,0,6,6,0,"Braga, Asia Afrika",,,
9.7,0,0,0,1,0,0,0,0,8.8,0,0,1,0,175,4,0,0,0,0,0,0,0,0,0,0,0,0,"Braga, Asia Afrika",,,
8.5,0,0,0,1,0,0,0,0,8.8,0,0,1,0,175,4,1,2,0,1,2,1,2,3,1,4,3,0,"Braga, Asia Afrika",,,
9.7,0,0,0,1,0,0,0,0,8.4,0,0,1,0,297,4,4,0,1,2,1,3,0,1,3,1,-2,0,"Braga, Asia Afrika",,,
9,0,0,0,1,0,0,0,0,8.4,0,0,1,0,297,4,0,1,0,0,1,0,1,1,0,1,1,0,"Braga, Asia Afrika",,,
9.7,0,0,0,1,0,0,0,0,8.4,0,0,1,0,297,4,1,1,2,1,0,2,0,0,4,0,-4,0,"Braga, Asia Afrika",,,
8.5,0,0,0,1,0,0,0,0,8.4,0,0,1,0,297,4,0,0,0,0,0,0,0,0,0,1,1,0,"Braga, Asia Afrika",,,
8.4,0,0,0,1,0,0,0,0,8.1,0,1,0,0,33,4,0,1,0,0,1,0,0,1,0,2,2,0,Taman Hutan Raya Juanda,,,
4.8,0,0,0,1,0,0,0,0,8.1,0,1,0,0,33,4,3,0,2,1,0,1,0,0,2,0,-2,0,Taman Hutan Raya Juanda,,,
9.7,0,0,0,1,0,0,0,0,8.1,0,1,0,0,33,4,1,3,3,0,3,2,2,3,4,3,-1,0,Taman Hutan Raya Juanda,,,
8.5,0,0,0,1,0,0,0,0,8.1,0,1,0,0,33,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
4.8,0,0,0,1,0,0,0,0,8.1,0,1,0,0,33,4,1,2,1,0,2,0,1,2,1,6,5,0,Taman Hutan Raya Juanda,,,
9.7,0,0,0,1,0,0,0,0,8.1,0,1,0,0,33,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
9.4,0,0,0,0,0,0,0,1,8.2,0,1,0,0,140,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
10,0,0,0,0,0,0,0,1,8.2,0,1,0,0,140,4,0,0,0,0,0,0,1,0,0,0,0,0,Taman Hutan Raya Juanda,,,
9.1,0,0,0,0,0,0,0,1,8.2,0,1,0,0,140,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
9.7,0,0,0,0,0,0,0,1,8.2,0,1,0,0,140,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
5.7,0,0,0,0,0,0,0,1,8.2,0,1,0,0,140,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
10,0,0,0,0,0,0,0,1,8.2,0,1,0,0,140,4,0,0,0,0,0,0,0,0,0,1,1,0,Taman Hutan Raya Juanda,,,
9.1,0,0,0,0,0,0,0,1,8.2,0,1,0,0,140,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
8.5,1,0,0,0,0,0,0,0,8,0,1,0,0,3918,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
8.5,1,0,0,0,0,0,0,0,8,0,1,0,0,3923,4,0,0,0,0,1,0,0,0,2,1,-1,0,Taman Hutan Raya Juanda,,,
6,0,0,0,1,0,0,0,0,8.5,0,0,1,0,30,4,0,1,0,0,1,0,0,0,1,3,2,0,Taman Hutan Raya Juanda,,,
9.7,0,0,0,1,0,0,0,0,8.5,0,0,1,0,30,4,0,1,0,0,2,0,0,2,0,2,2,0,Taman Hutan Raya Juanda,,,
8.8,0,0,0,1,0,0,0,0,8.5,0,0,1,0,30,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
6,0,0,0,0,0,0,0,1,7.8,0,1,0,0,30,4,2,0,3,2,0,2,0,0,4,1,-3,0,Taman Hutan Raya Juanda,,,
9.4,0,0,0,0,0,0,0,1,7.8,0,1,0,0,30,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
8.5,0,0,0,0,0,0,0,1,7.8,0,1,0,0,30,4,0,2,0,0,4,0,2,3,0,8,8,0,Taman Hutan Raya Juanda,,,
9.1,0,0,0,0,0,0,0,1,7.8,0,1,0,0,30,4,1,0,1,0,0,0,0,1,3,1,-2,0,Taman Hutan Raya Juanda,,,
9.4,0,0,0,0,0,0,0,1,7.8,0,1,0,0,30,4,0,0,0,0,0,0,0,0,1,0,-1,0,Taman Hutan Raya Juanda,,,
5.8,0,0,1,0,0,0,0,0,8,0,1,0,0,956,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
9.7,0,0,1,0,0,0,0,0,8,0,1,0,0,956,4,0,0,0,0,1,0,0,1,1,1,0,0,Taman Hutan Raya Juanda,,,
9.1,0,0,1,0,0,0,0,0,8,0,1,0,0,956,4,0,2,0,1,3,0,2,0,0,3,3,0,Taman Hutan Raya Juanda,,,
8.5,0,0,1,0,0,0,0,0,8,0,1,0,0,956,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
8.5,0,0,1,0,0,0,0,0,8,0,1,0,0,956,4,0,0,0,0,1,0,0,1,1,2,1,0,Taman Hutan Raya Juanda,,,
9.7,0,0,0,0,0,0,0,1,8.9,0,0,1,0,30,4,1,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
9.4,0,0,0,0,0,0,0,1,8.9,0,0,1,0,30,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
8.5,0,0,0,0,0,0,0,1,8.9,0,0,1,0,30,4,0,0,0,0,1,0,0,1,0,1,1,0,Taman Hutan Raya Juanda,,,
8.5,0,0,0,0,0,0,0,1,8.9,0,0,1,0,30,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
9.1,0,0,0,0,0,0,0,1,8.9,0,0,1,0,30,4,0,4,0,1,7,0,4,5,0,9,9,0,Taman Hutan Raya Juanda,,,
9.7,0,0,0,0,0,0,0,1,8.9,0,0,1,0,30,4,0,1,0,0,2,1,1,2,2,3,1,0,Taman Hutan Raya Juanda,,,
6,0,0,0,0,0,0,0,1,8.4,0,0,1,0,7,4,0,1,0,0,0,0,0,0,0,1,1,0,Taman Hutan Raya Juanda,,,
9.7,0,0,0,0,0,0,0,1,8.4,0,0,1,0,7,4,0,1,0,0,2,0,0,2,0,2,2,0,Taman Hutan Raya Juanda,,,
6,0,0,0,0,0,0,0,1,8.4,0,0,1,0,7,4,0,1,0,0,1,0,1,2,0,1,1,0,Taman Hutan Raya Juanda,,,
8.5,0,0,0,1,0,0,0,0,8.3,0,0,1,0,24,4,2,2,1,2,1,1,1,2,2,5,3,0,Taman Hutan Raya Juanda,,,
9.4,0,0,0,1,0,0,0,0,8.3,0,0,1,0,24,4,0,1,1,0,2,0,0,2,1,3,2,0,Taman Hutan Raya Juanda,,,
9.1,0,0,0,0,0,0,0,1,7.8,0,1,0,0,30,4,0,4,0,0,4,0,2,2,0,5,5,0,Taman Hutan Raya Juanda,,,
6,0,0,0,0,0,0,0,1,7.8,0,1,0,0,30,4,0,1,0,0,1,0,0,1,0,1,1,0,Taman Hutan Raya Juanda,,,
9.4,0,0,0,0,0,0,0,1,7.8,0,1,0,0,30,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
8.5,0,0,0,0,0,0,0,1,7.8,0,1,0,0,30,4,0,1,0,0,2,0,1,2,0,2,2,0,Taman Hutan Raya Juanda,,,
9.1,0,0,0,0,0,0,0,1,7.8,0,1,0,0,30,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
5.5,0,0,0,0,0,0,0,1,9,0,0,1,0,27,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
9.7,0,0,0,0,0,0,0,1,9,0,0,1,0,27,4,0,1,0,0,1,0,0,1,0,1,1,0,Taman Hutan Raya Juanda,,,
9.1,0,0,0,0,0,0,0,1,9,0,0,1,0,27,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
9.7,0,0,0,0,0,0,0,1,9,0,0,1,0,27,4,1,2,1,1,1,1,1,3,3,3,0,0,Taman Hutan Raya Juanda,,,
9.7,0,0,0,0,0,0,0,1,9,0,0,1,0,27,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
9.4,0,0,0,0,0,0,0,1,9,0,0,1,0,27,4,0,0,0,1,0,0,0,0,1,1,0,0,Taman Hutan Raya Juanda,,,
9.7,0,0,0,1,0,0,0,0,8.4,0,0,1,0,2231,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
8.5,0,0,0,1,0,0,0,0,8.4,0,0,1,0,2231,4,0,2,0,0,2,0,2,3,0,3,3,0,Taman Hutan Raya Juanda,,,
8.8,0,0,0,1,0,0,0,0,8.4,0,0,1,0,2231,4,0,1,0,0,1,0,0,2,0,2,2,0,Taman Hutan Raya Juanda,,,
8.5,0,0,0,1,0,0,0,0,8.4,0,0,1,0,2231,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
9.4,0,0,0,0,0,0,0,1,8.9,0,0,1,0,16,4,1,2,0,0,2,0,1,1,1,4,3,0,Taman Hutan Raya Juanda,,,
9.7,0,0,0,0,0,0,0,1,8.4,0,0,1,0,492,4,0,1,0,0,1,0,0,2,0,3,3,0,Taman Hutan Raya Juanda,,,
10,0,0,0,0,0,0,0,1,8.4,0,0,1,0,492,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
10,0,0,0,0,0,0,0,1,8.4,0,0,1,0,492,4,0,0,0,0,2,0,0,3,0,3,3,0,Taman Hutan Raya Juanda,,,
9.7,0,0,0,1,0,0,0,0,8.7,0,0,1,0,1140,4,0,0,0,0,0,0,0,0,0,0,0,1,Taman Hutan Raya Juanda,,,
8.5,0,0,0,1,0,0,0,0,8.7,0,0,1,0,1140,4,0,0,0,0,0,0,0,0,0,0,0,1,Taman Hutan Raya Juanda,,,
9.1,0,0,0,1,0,0,0,0,8.7,0,0,1,0,1140,4,0,0,0,0,0,0,0,0,1,0,-1,1,Taman Hutan Raya Juanda,,,
8.5,0,0,0,1,0,0,0,0,8.7,0,0,1,0,1140,4,0,0,0,1,0,0,0,0,0,2,2,1,Taman Hutan Raya Juanda,,,
8.8,0,0,1,0,0,0,0,0,8.4,0,0,1,0,1156,4,0,0,0,0,0,0,0,0,0,0,0,1,Taman Hutan Raya Juanda,,,
8.5,0,0,1,0,0,0,0,0,8.4,0,0,1,0,1156,4,0,1,0,0,1,0,1,1,0,2,2,1,Taman Hutan Raya Juanda,,,
9.7,0,0,1,0,0,0,0,0,8.4,0,0,1,0,1156,4,0,0,0,0,0,0,0,0,0,0,0,1,Taman Hutan Raya Juanda,,,
8.5,0,0,0,0,0,0,0,1,9,0,0,1,0,10,4,0,0,0,0,0,0,0,0,0,0,0,1,Taman Hutan Raya Juanda,,,
9.7,0,0,0,1,0,0,0,0,8.5,0,0,1,0,5807,4,0,0,0,0,1,1,0,1,0,2,2,1,Taman Hutan Raya Juanda,,,
8.5,0,0,0,1,0,0,0,0,8.5,0,0,1,0,5807,4,0,2,0,0,3,0,0,2,1,5,4,1,Taman Hutan Raya Juanda,,,
10,0,0,0,1,0,0,0,0,8.5,0,0,1,0,5807,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
9.7,0,0,0,1,0,0,0,0,8.5,0,0,1,0,5807,4,0,0,1,0,1,0,0,2,1,2,1,0,Taman Hutan Raya Juanda,,,
9.7,0,0,0,1,0,0,0,0,8.5,0,0,1,0,5807,4,1,4,0,2,4,0,2,3,1,5,4,0,Taman Hutan Raya Juanda,,,
8.5,0,0,1,0,0,0,0,0,8.7,0,0,1,0,231,4,1,0,2,0,0,1,0,1,2,2,0,0,Taman Hutan Raya Juanda,,,
8.5,0,0,1,0,0,0,0,0,8.7,0,0,1,0,231,4,0,0,0,0,1,0,0,1,1,3,2,0,Taman Hutan Raya Juanda,,,
8.5,0,0,1,0,0,0,0,0,8.7,0,0,1,0,231,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
9.7,0,0,1,0,0,0,0,0,8.7,0,0,1,0,231,4,0,0,0,0,1,0,0,1,1,2,1,0,Taman Hutan Raya Juanda,,,
9.1,0,0,0,0,0,0,0,1,8.8,0,0,1,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
9.7,0,0,0,0,0,0,0,1,8.8,0,0,1,0,17,4,2,1,0,0,1,1,0,1,2,1,-1,0,Taman Hutan Raya Juanda,,,
8.5,0,0,0,0,0,0,0,1,8.8,0,0,1,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
9.7,0,1,0,0,0,0,0,0,8.9,0,0,1,0,60,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
9.7,0,1,0,0,0,0,0,0,8.9,0,0,1,0,60,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
9.7,0,1,0,0,0,0,0,0,8.9,0,0,1,0,60,4,0,0,0,0,1,0,0,1,0,1,1,0,Taman Hutan Raya Juanda,,,
8.5,0,1,0,0,0,0,0,0,8.9,0,0,1,0,60,4,0,0,0,0,0,0,0,0,0,1,1,0,Taman Hutan Raya Juanda,,,
9.1,0,1,0,0,0,0,0,0,8.9,0,0,1,0,60,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
6.1,0,0,0,1,0,0,0,0,8,0,1,0,0,5091,4,0,1,0,0,2,0,1,2,0,2,2,0,Taman Hutan Raya Juanda,,,
8.5,0,0,0,1,0,0,0,0,8,0,1,0,0,5091,4,0,1,0,0,2,0,0,2,1,2,1,0,Taman Hutan Raya Juanda,,,
8.8,0,0,0,1,0,0,0,0,8,0,1,0,0,5091,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
6,0,0,0,1,0,0,0,0,8,0,1,0,0,5091,4,2,0,1,0,0,0,0,0,3,0,-3,0,Taman Hutan Raya Juanda,,,
8.7,0,0,0,1,0,0,0,0,8,0,1,0,0,5091,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
6.2,0,0,0,0,0,0,0,1,7.9,0,1,0,0,6,4,0,0,0,0,1,0,0,1,0,1,1,0,Taman Hutan Raya Juanda,,,
6.9,0,0,0,0,0,0,0,1,8,0,1,0,0,14,4,1,1,0,0,2,0,1,2,2,4,2,0,Taman Hutan Raya Juanda,,,
9.1,0,0,0,0,0,0,0,1,8,0,1,0,0,14,4,0,1,0,0,2,0,1,2,0,3,3,0,Taman Hutan Raya Juanda,,,
9.7,0,0,0,0,0,0,0,1,8,0,1,0,0,14,4,0,1,0,0,2,0,0,3,0,2,2,0,Taman Hutan Raya Juanda,,,
9.1,0,0,0,0,0,0,0,1,8,0,1,0,0,14,4,1,0,0,0,0,0,0,0,0,3,3,0,Taman Hutan Raya Juanda,,,
8.5,0,0,0,0,0,0,0,1,8,0,1,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
9.7,0,0,0,0,0,0,0,1,8,0,1,0,0,14,4,0,0,1,0,1,0,0,1,1,1,0,0,Taman Hutan Raya Juanda,,,
8.8,0,0,0,1,0,0,0,0,8.8,0,0,1,0,3963,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
10,0,0,0,1,0,0,0,0,8.8,0,0,1,0,3963,4,0,1,0,0,3,0,1,4,0,6,6,0,Taman Hutan Raya Juanda,,,
9.1,0,0,0,1,0,0,0,0,8.8,0,0,1,0,3963,4,0,1,0,0,1,0,1,1,0,2,2,0,Taman Hutan Raya Juanda,,,
9.7,0,0,0,1,0,0,0,0,8.8,0,0,1,0,3963,4,5,4,4,5,4,5,1,6,8,12,4,0,Taman Hutan Raya Juanda,,,
8.5,0,0,0,1,0,0,0,0,8.8,0,0,1,0,3963,4,0,0,0,0,0,0,0,0,0,0,0,0,Taman Hutan Raya Juanda,,,
8.5,0,0,0,0,0,0,0,1,7.5,0,1,0,0,5,4,0,0,0,0,0,0,0,0,0,1,1,0,Taman Hutan Raya Juanda,,,
6,0,0,0,0,0,0,0,1,7.5,0,1,0,0,5,4,0,0,0,0,2,0,0,1,0,2,2,0,Taman Hutan Raya Juanda,,,
9.7,0,0,0,0,0,0,0,1,9.2,1,0,0,0,20,4,2,0,1,0,1,0,0,1,2,1,-1,0,Taman Hutan Raya Juanda,,,
